P18YM_PB,PSINDER,VPH_NDACMM,VPH_SINCINT
1678.0,2818.0,1330.0,1379.0
123.0,198.0,96.0,85.0
35.0,13.0,14.0,6.0
41.0,51.0,21.0,20.0
21.0,43.0,21.0,26.0
15.0,66.0,34.0,24.0
11.0,25.0,6.0,9.0
0.0,0.0,0.0,0.0
32.0,50.0,37.0,31.0
22.0,6.0,16.0,11.0
5.0,30.0,14.0,12.0
9.0,39.0,13.0,14.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
58.0,162.0,78.0,91.0
15.0,20.0,13.0,14.0
0.0,0.0,0.0,0.0
12.0,33.0,6.0,11.0
14.0,36.0,14.0,15.0
5.0,15.0,13.0,13.0
5.0,13.0,5.0,8.0
0.0,15.0,7.0,7.0
0.0,0.0,0.0,0.0
115.0,208.0,136.0,150.0
14.0,17.0,7.0,13.0
9.0,16.0,10.0,13.0
4.0,12.0,9.0,11.0
19.0,6.0,12.0,8.0
14.0,21.0,25.0,29.0
11.0,29.0,14.0,11.0
19.0,29.0,17.0,18.0
23.0,53.0,27.0,29.0
0.0,0.0,0.0,0.0
191.0,509.0,217.0,241.0
26.0,69.0,27.0,33.0
6.0,12.0,3.0,0.0
15.0,39.0,12.0,14.0
34.0,46.0,19.0,16.0
7.0,0.0,6.0,4.0
0.0,0.0,0.0,0.0
32.0,80.0,31.0,38.0
19.0,75.0,26.0,29.0
7.0,31.0,16.0,24.0
3.0,37.0,11.0,15.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,4.0,5.0,8.0
4.0,3.0,5.0,0.0
11.0,25.0,14.0,15.0
663.0,865.0,408.0,397.0
11.0,21.0,5.0,6.0
21.0,34.0,10.0,12.0
21.0,33.0,19.0,14.0
23.0,26.0,14.0,11.0
30.0,29.0,10.0,9.0
17.0,58.0,15.0,14.0
20.0,0.0,14.0,4.0
35.0,65.0,32.0,37.0
8.0,12.0,6.0,6.0
31.0,61.0,17.0,20.0
31.0,45.0,14.0,18.0
0.0,0.0,0.0,0.0
11.0,21.0,5.0,5.0
17.0,20.0,8.0,9.0
19.0,37.0,15.0,13.0
19.0,16.0,13.0,13.0
7.0,14.0,6.0,5.0
30.0,46.0,20.0,22.0
25.0,24.0,19.0,20.0
12.0,16.0,11.0,12.0
17.0,5.0,5.0,6.0
19.0,36.0,13.0,19.0
6.0,22.0,10.0,11.0
28.0,27.0,6.0,9.0
25.0,47.0,24.0,25.0
6.0,11.0,15.0,10.0
8.0,10.0,10.0,8.0
18.0,19.0,7.0,12.0
13.0,8.0,3.0,7.0
27.0,35.0,11.0,11.0
30.0,18.0,7.0,6.0
0.0,0.0,0.0,0.0
17.0,26.0,11.0,9.0
487.0,787.0,345.0,370.0
11.0,59.0,13.0,14.0
16.0,15.0,5.0,10.0
9.0,23.0,8.0,9.0
13.0,13.0,14.0,13.0
11.0,27.0,14.0,16.0
20.0,14.0,10.0,9.0
24.0,21.0,12.0,13.0
19.0,31.0,8.0,11.0
6.0,10.0,7.0,8.0
7.0,14.0,4.0,4.0
5.0,22.0,7.0,6.0
15.0,18.0,5.0,7.0
8.0,45.0,13.0,15.0
5.0,4.0,3.0,4.0
29.0,30.0,17.0,13.0
5.0,17.0,6.0,6.0
5.0,7.0,10.0,10.0
13.0,11.0,5.0,7.0
17.0,33.0,17.0,19.0
13.0,16.0,7.0,7.0
4.0,4.0,6.0,6.0
12.0,10.0,10.0,10.0
21.0,20.0,9.0,11.0
8.0,20.0,12.0,10.0
19.0,16.0,11.0,12.0
9.0,16.0,6.0,9.0
12.0,14.0,9.0,9.0
14.0,44.0,5.0,6.0
17.0,31.0,15.0,15.0
3.0,0.0,4.0,4.0
15.0,31.0,6.0,6.0
6.0,10.0,6.0,4.0
49.0,43.0,23.0,18.0
4.0,10.0,3.0,5.0
908.0,1704.0,915.0,1489.0
464.0,596.0,411.0,521.0
209.0,244.0,141.0,142.0
9.0,10.0,6.0,7.0
28.0,12.0,6.0,11.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
11.0,12.0,9.0,9.0
12.0,33.0,10.0,6.0
12.0,15.0,8.0,9.0
14.0,22.0,6.0,5.0
10.0,30.0,10.0,9.0
11.0,20.0,8.0,10.0
12.0,7.0,7.0,6.0
13.0,18.0,13.0,14.0
3.0,7.0,5.0,4.0
6.0,21.0,10.0,12.0
173.0,224.0,163.0,218.0
5.0,4.0,6.0,8.0
8.0,18.0,9.0,14.0
3.0,4.0,3.0,8.0
7.0,12.0,9.0,12.0
13.0,7.0,13.0,12.0
7.0,11.0,6.0,4.0
4.0,6.0,7.0,10.0
6.0,9.0,6.0,10.0
11.0,3.0,11.0,13.0
8.0,12.0,7.0,8.0
6.0,6.0,7.0,9.0
12.0,8.0,10.0,10.0
8.0,3.0,9.0,11.0
4.0,7.0,4.0,4.0
5.0,19.0,17.0,23.0
5.0,36.0,6.0,10.0
28.0,15.0,14.0,16.0
0.0,8.0,4.0,3.0
0.0,8.0,3.0,5.0
6.0,6.0,4.0,5.0
6.0,4.0,3.0,4.0
0.0,0.0,3.0,3.0
18.0,50.0,28.0,53.0
0.0,0.0,0.0,0.0
7.0,22.0,10.0,13.0
20.0,19.0,12.0,15.0
14.0,15.0,9.0,10.0
6.0,4.0,3.0,5.0
7.0,18.0,5.0,6.0
4.0,6.0,4.0,4.0
10.0,25.0,28.0,37.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,3.0,3.0,5.0
1278.0,3680.0,1995.0,1983.0
393.0,765.0,206.0,171.0
393.0,765.0,206.0,171.0
31.0,36.0,7.0,5.0
29.0,31.0,9.0,8.0
22.0,42.0,5.0,3.0
13.0,45.0,12.0,11.0
29.0,68.0,10.0,10.0
34.0,47.0,19.0,11.0
20.0,32.0,4.0,6.0
3.0,12.0,10.0,6.0
16.0,57.0,14.0,5.0
17.0,23.0,6.0,3.0
18.0,42.0,16.0,9.0
0.0,0.0,0.0,0.0
16.0,25.0,5.0,5.0
20.0,29.0,12.0,11.0
8.0,31.0,6.0,11.0
13.0,26.0,5.0,8.0
10.0,23.0,7.0,6.0
42.0,60.0,21.0,23.0
5.0,16.0,5.0,4.0
0.0,0.0,0.0,0.0
11.0,29.0,8.0,6.0
7.0,21.0,8.0,4.0
5.0,8.0,5.0,4.0
4740.0,4991.0,5913.0,5318.0
1310.0,1125.0,953.0,790.0
508.0,411.0,353.0,293.0
29.0,18.0,21.0,18.0
10.0,6.0,7.0,7.0
23.0,9.0,8.0,7.0
28.0,28.0,18.0,17.0
27.0,24.0,32.0,22.0
32.0,23.0,28.0,20.0
35.0,27.0,36.0,31.0
16.0,15.0,18.0,17.0
5.0,5.0,7.0,9.0
30.0,40.0,21.0,10.0
10.0,10.0,8.0,6.0
7.0,11.0,3.0,5.0
22.0,17.0,6.0,5.0
32.0,35.0,19.0,12.0
0.0,0.0,0.0,0.0
14.0,19.0,16.0,17.0
0.0,0.0,0.0,0.0
36.0,22.0,24.0,15.0
15.0,11.0,10.0,6.0
29.0,35.0,13.0,16.0
0.0,0.0,0.0,0.0
16.0,12.0,5.0,5.0
9.0,4.0,5.0,7.0
30.0,7.0,11.0,6.0
14.0,8.0,6.0,7.0
34.0,22.0,16.0,11.0
701.0,649.0,533.0,432.0
0.0,0.0,0.0,0.0
10.0,4.0,9.0,5.0
29.0,26.0,11.0,8.0
32.0,30.0,20.0,15.0
41.0,17.0,31.0,26.0
20.0,5.0,22.0,15.0
31.0,33.0,17.0,11.0
30.0,41.0,25.0,24.0
11.0,8.0,9.0,6.0
25.0,24.0,19.0,11.0
48.0,36.0,35.0,24.0
26.0,30.0,27.0,20.0
27.0,17.0,6.0,8.0
41.0,25.0,32.0,29.0
31.0,35.0,32.0,25.0
0.0,0.0,4.0,5.0
36.0,19.0,25.0,18.0
31.0,21.0,22.0,18.0
22.0,15.0,7.0,4.0
47.0,46.0,38.0,33.0
25.0,22.0,27.0,30.0
10.0,16.0,4.0,3.0
28.0,45.0,30.0,24.0
20.0,26.0,15.0,18.0
10.0,4.0,5.0,5.0
49.0,89.0,48.0,38.0
65.0,34.0,28.0,22.0
34.0,18.0,15.0,14.0
15.0,8.0,7.0,4.0
16.0,8.0,6.0,4.0
21.0,20.0,26.0,25.0
5.0,6.0,6.0,8.0
9.0,14.0,16.0,15.0
0.0,4.0,8.0,11.0
0.0,0.0,4.0,5.0
0.0,4.0,3.0,3.0
0.0,0.0,0.0,0.0
450.0,341.0,655.0,488.0
450.0,341.0,655.0,488.0
5.0,5.0,11.0,5.0
8.0,11.0,11.0,12.0
14.0,4.0,17.0,11.0
5.0,6.0,3.0,3.0
3.0,0.0,10.0,7.0
0.0,0.0,0.0,0.0
0.0,0.0,6.0,5.0
8.0,6.0,7.0,3.0
27.0,27.0,42.0,37.0
6.0,12.0,17.0,13.0
37.0,24.0,29.0,18.0
9.0,6.0,11.0,6.0
21.0,14.0,30.0,22.0
7.0,9.0,12.0,11.0
6.0,5.0,9.0,9.0
0.0,9.0,3.0,3.0
30.0,11.0,56.0,55.0
0.0,0.0,0.0,0.0
11.0,0.0,13.0,14.0
20.0,22.0,38.0,23.0
5.0,8.0,5.0,6.0
13.0,11.0,15.0,12.0
9.0,16.0,13.0,13.0
4.0,8.0,6.0,4.0
0.0,4.0,10.0,11.0
6.0,5.0,8.0,6.0
9.0,8.0,9.0,7.0
3.0,8.0,16.0,8.0
3.0,4.0,7.0,6.0
0.0,0.0,0.0,0.0
0.0,4.0,9.0,9.0
7.0,7.0,12.0,4.0
13.0,12.0,20.0,9.0
4.0,0.0,10.0,7.0
858.0,820.0,596.0,531.0
858.0,820.0,596.0,531.0
6.0,11.0,13.0,11.0
11.0,4.0,8.0,11.0
31.0,30.0,26.0,25.0
35.0,59.0,17.0,17.0
0.0,0.0,0.0,0.0
20.0,6.0,12.0,7.0
10.0,20.0,15.0,11.0
0.0,0.0,0.0,0.0
16.0,23.0,9.0,8.0
9.0,9.0,3.0,4.0
111.0,75.0,66.0,54.0
4.0,4.0,3.0,3.0
78.0,70.0,69.0,59.0
13.0,25.0,12.0,12.0
13.0,10.0,13.0,13.0
4.0,0.0,0.0,0.0
16.0,32.0,3.0,5.0
22.0,11.0,9.0,10.0
26.0,28.0,18.0,18.0
6.0,3.0,7.0,6.0
7.0,4.0,6.0,5.0
12.0,10.0,10.0,8.0
5.0,8.0,8.0,5.0
3.0,8.0,7.0,7.0
7.0,7.0,5.0,3.0
11.0,8.0,9.0,7.0
15.0,6.0,11.0,10.0
10.0,9.0,3.0,3.0
15.0,13.0,8.0,8.0
8.0,7.0,4.0,3.0
9.0,10.0,5.0,3.0
25.0,28.0,19.0,14.0
3.0,8.0,8.0,6.0
5.0,3.0,4.0,6.0
9.0,4.0,4.0,5.0
10.0,10.0,6.0,8.0
0.0,0.0,0.0,0.0
3.0,3.0,3.0,3.0
23.0,20.0,10.0,9.0
0.0,0.0,0.0,0.0
12.0,9.0,0.0,3.0
21.0,20.0,17.0,9.0
89.0,79.0,54.0,39.0
0.0,0.0,0.0,0.0
10.0,11.0,4.0,3.0
9.0,17.0,8.0,5.0
7.0,7.0,6.0,6.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
20.0,16.0,20.0,18.0
9376.0,17772.0,12237.0,12197.0
6100.0,8402.0,4221.0,3227.0
2359.0,2934.0,1549.0,1163.0
57.0,33.0,23.0,11.0
57.0,56.0,35.0,20.0
46.0,100.0,42.0,27.0
84.0,87.0,51.0,36.0
70.0,52.0,22.0,22.0
42.0,34.0,17.0,10.0
69.0,74.0,36.0,27.0
41.0,41.0,20.0,14.0
18.0,30.0,11.0,13.0
46.0,25.0,24.0,20.0
90.0,68.0,41.0,37.0
78.0,137.0,79.0,65.0
66.0,63.0,17.0,9.0
87.0,50.0,27.0,10.0
40.0,27.0,25.0,6.0
193.0,296.0,182.0,148.0
48.0,33.0,11.0,13.0
19.0,8.0,14.0,10.0
31.0,32.0,19.0,9.0
36.0,33.0,19.0,13.0
114.0,188.0,77.0,63.0
347.0,500.0,209.0,167.0
31.0,42.0,34.0,24.0
46.0,50.0,42.0,37.0
66.0,113.0,59.0,44.0
121.0,126.0,63.0,37.0
21.0,51.0,23.0,17.0
22.0,79.0,21.0,19.0
20.0,21.0,20.0,15.0
28.0,30.0,17.0,7.0
23.0,31.0,28.0,26.0
48.0,51.0,39.0,31.0
32.0,48.0,38.0,28.0
8.0,42.0,23.0,21.0
53.0,68.0,25.0,23.0
8.0,13.0,7.0,6.0
13.0,17.0,14.0,8.0
26.0,20.0,18.0,12.0
28.0,28.0,15.0,16.0
6.0,7.0,8.0,10.0
13.0,17.0,13.0,5.0
9.0,16.0,7.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
849.0,1640.0,812.0,716.0
36.0,92.0,47.0,34.0
6.0,0.0,4.0,3.0
51.0,91.0,61.0,38.0
19.0,15.0,14.0,14.0
11.0,34.0,13.0,11.0
29.0,27.0,16.0,10.0
43.0,40.0,17.0,14.0
6.0,11.0,6.0,5.0
20.0,24.0,14.0,13.0
4.0,9.0,7.0,5.0
8.0,11.0,6.0,5.0
6.0,27.0,10.0,14.0
7.0,8.0,6.0,3.0
9.0,15.0,6.0,3.0
17.0,31.0,14.0,13.0
11.0,15.0,15.0,17.0
22.0,55.0,28.0,24.0
20.0,30.0,12.0,10.0
7.0,15.0,9.0,6.0
15.0,32.0,12.0,8.0
22.0,22.0,14.0,12.0
3.0,4.0,6.0,7.0
6.0,21.0,7.0,9.0
118.0,416.0,97.0,104.0
7.0,5.0,4.0,3.0
6.0,8.0,6.0,4.0
13.0,22.0,8.0,6.0
3.0,8.0,10.0,8.0
4.0,3.0,4.0,3.0
4.0,0.0,4.0,4.0
40.0,45.0,16.0,13.0
13.0,12.0,3.0,0.0
6.0,17.0,17.0,16.0
4.0,10.0,13.0,13.0
26.0,60.0,19.0,22.0
3.0,4.0,3.0,5.0
4.0,6.0,5.0,10.0
51.0,122.0,39.0,33.0
13.0,17.0,13.0,11.0
4.0,13.0,13.0,12.0
5.0,3.0,9.0,8.0
0.0,0.0,4.0,4.0
5.0,8.0,10.0,8.0
11.0,8.0,23.0,24.0
9.0,24.0,16.0,15.0
6.0,25.0,11.0,13.0
10.0,6.0,15.0,12.0
0.0,0.0,0.0,0.0
4.0,3.0,5.0,5.0
3.0,5.0,3.0,3.0
4.0,8.0,4.0,3.0
9.0,6.0,4.0,3.0
33.0,42.0,17.0,14.0
6.0,3.0,8.0,5.0
172.0,551.0,163.0,154.0
10.0,33.0,12.0,11.0
54.0,211.0,47.0,39.0
15.0,117.0,22.0,24.0
13.0,8.0,8.0,11.0
20.0,33.0,20.0,22.0
4.0,9.0,7.0,4.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
7.0,18.0,7.0,6.0
4.0,17.0,6.0,3.0
4.0,10.0,3.0,3.0
14.0,30.0,6.0,11.0
4.0,12.0,5.0,4.0
0.0,0.0,0.0,0.0
1275.0,1749.0,888.0,652.0
56.0,57.0,31.0,23.0
26.0,57.0,26.0,23.0
33.0,34.0,20.0,14.0
20.0,20.0,14.0,5.0
20.0,21.0,9.0,5.0
7.0,6.0,5.0,3.0
49.0,78.0,50.0,42.0
53.0,42.0,32.0,22.0
17.0,14.0,3.0,0.0
55.0,44.0,16.0,7.0
34.0,24.0,18.0,10.0
50.0,53.0,29.0,14.0
22.0,23.0,8.0,6.0
25.0,29.0,26.0,12.0
34.0,59.0,13.0,8.0
24.0,31.0,11.0,9.0
16.0,21.0,6.0,7.0
39.0,42.0,36.0,18.0
51.0,42.0,23.0,15.0
59.0,54.0,14.0,8.0
73.0,116.0,52.0,36.0
142.0,239.0,120.0,80.0
7.0,16.0,4.0,4.0
14.0,23.0,15.0,13.0
41.0,144.0,50.0,51.0
27.0,46.0,27.0,21.0
12.0,8.0,4.0,4.0
13.0,11.0,6.0,5.0
32.0,27.0,44.0,42.0
14.0,28.0,18.0,16.0
32.0,48.0,12.0,17.0
29.0,31.0,19.0,21.0
19.0,35.0,17.0,13.0
4.0,5.0,3.0,4.0
14.0,22.0,25.0,14.0
63.0,124.0,41.0,32.0
4.0,7.0,7.0,6.0
15.0,29.0,17.0,13.0
1444.0,1528.0,806.0,539.0
58.0,70.0,34.0,31.0
26.0,13.0,13.0,6.0
110.0,124.0,90.0,55.0
72.0,34.0,28.0,17.0
73.0,70.0,43.0,35.0
78.0,72.0,42.0,27.0
19.0,24.0,9.0,5.0
41.0,37.0,22.0,18.0
97.0,69.0,53.0,26.0
71.0,82.0,49.0,30.0
18.0,21.0,11.0,13.0
88.0,119.0,62.0,51.0
51.0,50.0,23.0,11.0
75.0,71.0,37.0,18.0
67.0,73.0,42.0,21.0
10.0,11.0,4.0,6.0
24.0,16.0,3.0,4.0
21.0,35.0,12.0,11.0
18.0,18.0,6.0,5.0
27.0,39.0,9.0,8.0
17.0,25.0,9.0,9.0
0.0,0.0,0.0,0.0
43.0,63.0,14.0,8.0
61.0,34.0,23.0,9.0
18.0,22.0,14.0,11.0
25.0,28.0,11.0,9.0
0.0,0.0,0.0,0.0
33.0,52.0,15.0,13.0
0.0,0.0,0.0,0.0
10.0,13.0,11.0,3.0
37.0,68.0,33.0,20.0
23.0,22.0,12.0,6.0
17.0,20.0,15.0,16.0
8.0,7.0,4.0,4.0
44.0,70.0,32.0,17.0
0.0,0.0,0.0,0.0
358.0,514.0,504.0,679.0
358.0,514.0,504.0,679.0
16.0,4.0,12.0,19.0
7.0,6.0,10.0,28.0
4.0,16.0,9.0,13.0
14.0,20.0,12.0,15.0
35.0,14.0,66.0,74.0
16.0,17.0,18.0,34.0
17.0,45.0,31.0,34.0
9.0,15.0,9.0,24.0
14.0,7.0,9.0,13.0
10.0,33.0,12.0,24.0
11.0,31.0,28.0,37.0
4.0,0.0,7.0,8.0
13.0,21.0,27.0,34.0
7.0,14.0,9.0,11.0
15.0,8.0,12.0,12.0
11.0,13.0,8.0,14.0
6.0,6.0,23.0,25.0
0.0,11.0,9.0,9.0
7.0,11.0,7.0,10.0
10.0,9.0,6.0,19.0
16.0,28.0,19.0,22.0
11.0,5.0,31.0,32.0
15.0,3.0,18.0,25.0
71.0,142.0,75.0,95.0
214.0,233.0,516.0,607.0
214.0,233.0,516.0,607.0
11.0,14.0,27.0,28.0
13.0,7.0,25.0,30.0
9.0,5.0,26.0,26.0
5.0,11.0,18.0,23.0
142.0,193.0,353.0,419.0
20803.0,9733.0,9816.0,9421.0
7852.0,3261.0,3836.0,3056.0
214.0,137.0,160.0,108.0
64.0,49.0,42.0,21.0
7.0,5.0,6.0,4.0
4.0,8.0,5.0,4.0
7.0,3.0,6.0,6.0
5.0,10.0,4.0,4.0
0.0,0.0,0.0,0.0
4.0,3.0,6.0,6.0
0.0,0.0,0.0,0.0
10.0,6.0,7.0,5.0
13.0,3.0,8.0,8.0
39.0,11.0,22.0,17.0
987.0,294.0,453.0,284.0
17.0,3.0,5.0,3.0
16.0,15.0,11.0,10.0
12.0,7.0,6.0,4.0
32.0,6.0,20.0,11.0
10.0,4.0,3.0,0.0
40.0,12.0,21.0,9.0
23.0,19.0,9.0,6.0
27.0,11.0,6.0,9.0
28.0,3.0,11.0,4.0
0.0,0.0,0.0,0.0
19.0,7.0,11.0,10.0
20.0,7.0,11.0,8.0
27.0,6.0,12.0,4.0
31.0,10.0,7.0,4.0
45.0,8.0,16.0,7.0
50.0,21.0,16.0,8.0
44.0,9.0,14.0,5.0
41.0,14.0,9.0,8.0
33.0,17.0,23.0,11.0
28.0,7.0,10.0,5.0
76.0,7.0,52.0,36.0
0.0,0.0,0.0,0.0
74.0,49.0,49.0,27.0
27.0,4.0,11.0,14.0
0.0,0.0,0.0,0.0
13.0,5.0,3.0,0.0
974.0,256.0,311.0,199.0
16.0,0.0,3.0,0.0
0.0,0.0,0.0,0.0
45.0,11.0,15.0,6.0
28.0,8.0,10.0,4.0
50.0,9.0,17.0,9.0
25.0,5.0,3.0,0.0
18.0,0.0,12.0,6.0
23.0,3.0,7.0,6.0
37.0,10.0,9.0,6.0
31.0,3.0,9.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
54.0,9.0,17.0,7.0
53.0,7.0,10.0,3.0
70.0,23.0,14.0,9.0
47.0,19.0,13.0,7.0
42.0,17.0,16.0,10.0
58.0,21.0,24.0,16.0
0.0,0.0,0.0,0.0
10.0,4.0,4.0,3.0
12.0,8.0,11.0,13.0
29.0,19.0,18.0,16.0
14.0,7.0,9.0,8.0
19.0,15.0,10.0,6.0
8.0,4.0,5.0,3.0
15.0,6.0,12.0,14.0
0.0,0.0,0.0,0.0
769.0,343.0,452.0,347.0
22.0,8.0,12.0,6.0
9.0,3.0,5.0,5.0
153.0,146.0,112.0,105.0
16.0,6.0,8.0,4.0
18.0,8.0,7.0,6.0
10.0,10.0,8.0,5.0
7.0,8.0,4.0,5.0
19.0,9.0,9.0,6.0
8.0,0.0,4.0,3.0
3.0,0.0,7.0,6.0
14.0,9.0,8.0,3.0
16.0,7.0,10.0,8.0
56.0,21.0,19.0,12.0
0.0,0.0,0.0,0.0
4.0,0.0,3.0,3.0
3.0,4.0,5.0,4.0
0.0,0.0,0.0,0.0
9.0,3.0,7.0,6.0
17.0,8.0,8.0,5.0
15.0,0.0,7.0,5.0
20.0,6.0,11.0,9.0
6.0,3.0,7.0,7.0
0.0,0.0,0.0,0.0
40.0,13.0,12.0,7.0
0.0,0.0,10.0,10.0
13.0,0.0,7.0,5.0
4.0,0.0,8.0,5.0
0.0,0.0,0.0,0.0
3.0,0.0,4.0,3.0
0.0,0.0,0.0,0.0
63.0,22.0,34.0,22.0
29.0,9.0,6.0,4.0
13.0,3.0,10.0,4.0
8.0,0.0,4.0,3.0
1459.0,426.0,630.0,386.0
92.0,24.0,45.0,27.0
74.0,7.0,31.0,14.0
58.0,3.0,27.0,14.0
47.0,9.0,16.0,5.0
52.0,17.0,25.0,11.0
60.0,27.0,28.0,18.0
73.0,23.0,43.0,27.0
74.0,36.0,34.0,24.0
30.0,5.0,18.0,7.0
40.0,8.0,11.0,9.0
48.0,15.0,16.0,5.0
13.0,3.0,4.0,3.0
60.0,6.0,14.0,12.0
19.0,8.0,8.0,9.0
73.0,32.0,23.0,10.0
58.0,17.0,29.0,17.0
48.0,29.0,21.0,19.0
69.0,7.0,24.0,11.0
59.0,19.0,20.0,10.0
71.0,11.0,38.0,29.0
57.0,15.0,24.0,15.0
59.0,10.0,28.0,20.0
80.0,42.0,34.0,17.0
26.0,12.0,6.0,5.0
33.0,9.0,16.0,10.0
0.0,0.0,0.0,0.0
24.0,11.0,14.0,12.0
36.0,21.0,24.0,17.0
10.0,0.0,4.0,6.0
883.0,327.0,499.0,478.0
146.0,74.0,103.0,102.0
13.0,4.0,6.0,7.0
31.0,6.0,14.0,10.0
0.0,0.0,0.0,0.0
30.0,11.0,20.0,16.0
28.0,21.0,26.0,32.0
25.0,0.0,11.0,8.0
20.0,15.0,13.0,13.0
43.0,9.0,19.0,16.0
65.0,16.0,19.0,20.0
0.0,0.0,0.0,0.0
10.0,3.0,6.0,3.0
22.0,16.0,7.0,7.0
36.0,25.0,35.0,25.0
39.0,7.0,22.0,30.0
35.0,6.0,17.0,15.0
23.0,16.0,10.0,3.0
22.0,19.0,17.0,19.0
26.0,7.0,11.0,10.0
17.0,10.0,9.0,9.0
17.0,7.0,8.0,9.0
13.0,8.0,13.0,13.0
6.0,0.0,4.0,6.0
6.0,7.0,8.0,8.0
13.0,0.0,9.0,4.0
9.0,6.0,5.0,4.0
22.0,8.0,12.0,14.0
896.0,353.0,249.0,170.0
37.0,26.0,6.0,10.0
19.0,19.0,7.0,4.0
33.0,17.0,6.0,5.0
28.0,9.0,9.0,3.0
44.0,22.0,13.0,6.0
88.0,25.0,14.0,5.0
70.0,32.0,16.0,10.0
31.0,33.0,11.0,14.0
26.0,13.0,6.0,3.0
29.0,9.0,6.0,4.0
29.0,0.0,6.0,3.0
29.0,15.0,7.0,6.0
56.0,3.0,7.0,5.0
41.0,9.0,8.0,5.0
16.0,11.0,6.0,7.0
7.0,0.0,6.0,5.0
10.0,8.0,6.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
26.0,23.0,16.0,19.0
15.0,12.0,16.0,11.0
0.0,0.0,0.0,0.0
47.0,25.0,27.0,21.0
0.0,0.0,0.0,0.0
501.0,558.0,432.0,470.0
31.0,20.0,14.0,16.0
13.0,0.0,5.0,4.0
23.0,28.0,18.0,21.0
23.0,41.0,13.0,12.0
10.0,4.0,9.0,14.0
30.0,19.0,15.0,17.0
26.0,30.0,24.0,20.0
27.0,35.0,33.0,31.0
16.0,16.0,21.0,19.0
7.0,7.0,9.0,7.0
17.0,24.0,23.0,25.0
8.0,5.0,5.0,5.0
5.0,7.0,6.0,5.0
8.0,12.0,5.0,6.0
0.0,0.0,0.0,0.0
14.0,13.0,8.0,16.0
40.0,55.0,54.0,55.0
5.0,3.0,4.0,10.0
10.0,11.0,7.0,4.0
8.0,5.0,13.0,13.0
5.0,4.0,3.0,4.0
11.0,8.0,13.0,16.0
5.0,23.0,4.0,7.0
7.0,5.0,0.0,4.0
3.0,6.0,12.0,12.0
15.0,17.0,12.0,13.0
7.0,9.0,3.0,5.0
4.0,3.0,8.0,8.0
35.0,43.0,30.0,34.0
25.0,32.0,17.0,26.0
29.0,20.0,14.0,7.0
5.0,22.0,12.0,14.0
541.0,440.0,471.0,458.0
20.0,16.0,15.0,11.0
8.0,20.0,11.0,7.0
13.0,11.0,6.0,7.0
16.0,6.0,8.0,6.0
9.0,6.0,18.0,16.0
50.0,30.0,34.0,28.0
23.0,13.0,9.0,9.0
18.0,19.0,11.0,13.0
33.0,31.0,22.0,23.0
15.0,10.0,12.0,16.0
5.0,8.0,12.0,11.0
12.0,12.0,22.0,18.0
22.0,15.0,21.0,22.0
6.0,0.0,8.0,12.0
0.0,0.0,0.0,0.0
16.0,17.0,8.0,13.0
42.0,38.0,19.0,20.0
39.0,23.0,30.0,20.0
7.0,21.0,14.0,9.0
8.0,0.0,5.0,8.0
14.0,19.0,19.0,19.0
3.0,0.0,4.0,3.0
6.0,7.0,12.0,12.0
6.0,7.0,5.0,3.0
44.0,39.0,32.0,37.0
19.0,6.0,5.0,7.0
5.0,3.0,6.0,7.0
17.0,14.0,27.0,30.0
3.0,0.0,6.0,4.0
6.0,4.0,6.0,6.0
6.0,8.0,17.0,16.0
4.0,0.0,4.0,4.0
507.0,78.0,100.0,86.0
15.0,4.0,4.0,0.0
26.0,16.0,13.0,5.0
24.0,0.0,4.0,6.0
24.0,0.0,5.0,4.0
56.0,0.0,10.0,12.0
10.0,0.0,3.0,4.0
13.0,5.0,5.0,0.0
19.0,0.0,3.0,0.0
19.0,0.0,4.0,0.0
14.0,0.0,3.0,10.0
10.0,0.0,4.0,6.0
26.0,17.0,7.0,4.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
23.0,7.0,4.0,5.0
37.0,5.0,23.0,31.0
10.0,4.0,5.0,4.0
3.0,0.0,4.0,4.0
4.0,0.0,5.0,6.0
6.0,0.0,3.0,8.0
0.0,0.0,3.0,3.0
0.0,0.0,0.0,0.0
7.0,7.0,7.0,10.0
4.0,3.0,5.0,7.0
0.0,0.0,0.0,0.0
14.0,15.0,15.0,7.0
0.0,0.0,0.0,0.0
2580.0,1018.0,880.0,756.0
1986.0,433.0,398.0,318.0
25.0,27.0,11.0,8.0
14.0,7.0,7.0,8.0
25.0,22.0,15.0,14.0
