P18YM_PB,PSINDER,VPH_NDACMM,VPH_SINCINT
40.0,30.0,16.0,6.0
1488.0,1087.0,605.0,302.0
51.0,14.0,13.0,4.0
66.0,56.0,19.0,9.0
28.0,20.0,7.0,5.0
33.0,59.0,27.0,20.0
63.0,42.0,27.0,15.0
80.0,57.0,37.0,21.0
28.0,29.0,10.0,5.0
29.0,16.0,15.0,7.0
49.0,34.0,31.0,17.0
36.0,17.0,13.0,4.0
61.0,37.0,25.0,9.0
68.0,35.0,28.0,10.0
71.0,30.0,16.0,9.0
55.0,38.0,15.0,10.0
100.0,129.0,69.0,50.0
51.0,43.0,21.0,10.0
69.0,44.0,23.0,16.0
25.0,14.0,9.0,3.0
68.0,53.0,26.0,9.0
31.0,18.0,25.0,10.0
53.0,23.0,17.0,9.0
57.0,48.0,24.0,10.0
41.0,62.0,23.0,7.0
72.0,37.0,21.0,5.0
46.0,32.0,6.0,4.0
45.0,26.0,16.0,5.0
28.0,38.0,21.0,12.0
3210.0,2093.0,1323.0,693.0
167.0,101.0,39.0,10.0
93.0,63.0,43.0,29.0
554.0,326.0,245.0,127.0
6.0,6.0,3.0,6.0
119.0,19.0,27.0,9.0
94.0,66.0,43.0,38.0
209.0,107.0,68.0,34.0
95.0,44.0,49.0,41.0
865.0,520.0,379.0,167.0
77.0,72.0,55.0,36.0
134.0,89.0,40.0,7.0
186.0,226.0,82.0,55.0
16.0,3.0,3.0,0.0
228.0,105.0,82.0,13.0
28.0,24.0,5.0,0.0
148.0,91.0,61.0,36.0
19.0,11.0,5.0,6.0
65.0,35.0,18.0,6.0
8.0,5.0,0.0,0.0
4.0,4.0,7.0,5.0
24.0,50.0,25.0,18.0
14.0,49.0,18.0,22.0
11.0,31.0,10.0,15.0
913.0,861.0,342.0,223.0
0.0,0.0,0.0,0.0
51.0,47.0,21.0,14.0
64.0,47.0,13.0,7.0
65.0,75.0,27.0,11.0
59.0,96.0,26.0,13.0
26.0,20.0,10.0,5.0
45.0,52.0,16.0,10.0
67.0,96.0,28.0,19.0
11.0,8.0,3.0,3.0
77.0,30.0,27.0,26.0
49.0,40.0,16.0,13.0
27.0,20.0,13.0,8.0
43.0,18.0,10.0,6.0
28.0,16.0,7.0,4.0
50.0,37.0,16.0,7.0
17.0,21.0,10.0,7.0
59.0,61.0,24.0,15.0
43.0,27.0,17.0,9.0
44.0,29.0,13.0,9.0
14.0,27.0,13.0,9.0
3.0,10.0,5.0,5.0
7.0,8.0,3.0,4.0
61.0,81.0,27.0,10.0
61.0,81.0,27.0,10.0
748.0,509.0,306.0,133.0
36.0,44.0,28.0,12.0
61.0,66.0,21.0,7.0
115.0,57.0,61.0,39.0
35.0,28.0,7.0,3.0
13.0,14.0,8.0,5.0
6.0,4.0,0.0,0.0
57.0,50.0,30.0,5.0
312.0,163.0,113.0,57.0
154.0,149.0,70.0,44.0
154.0,149.0,70.0,44.0
1589.0,879.0,580.0,274.0
50.0,60.0,37.0,28.0
64.0,35.0,28.0,10.0
53.0,48.0,20.0,15.0
28.0,29.0,8.0,7.0
90.0,49.0,20.0,10.0
74.0,39.0,17.0,6.0
60.0,11.0,9.0,3.0
51.0,33.0,23.0,12.0
92.0,45.0,25.0,15.0
39.0,33.0,22.0,5.0
38.0,18.0,16.0,6.0
52.0,26.0,19.0,3.0
82.0,18.0,29.0,10.0
38.0,7.0,22.0,6.0
50.0,7.0,19.0,10.0
29.0,45.0,18.0,11.0
26.0,23.0,7.0,3.0
34.0,19.0,13.0,6.0
47.0,37.0,17.0,8.0
40.0,32.0,29.0,18.0
54.0,28.0,10.0,3.0
57.0,24.0,20.0,5.0
36.0,23.0,14.0,13.0
33.0,30.0,10.0,6.0
97.0,86.0,32.0,19.0
91.0,20.0,34.0,20.0
47.0,11.0,12.0,3.0
49.0,8.0,19.0,8.0
1554.0,1129.0,611.0,360.0
59.0,34.0,14.0,7.0
56.0,9.0,17.0,6.0
32.0,13.0,15.0,8.0
44.0,8.0,13.0,5.0
45.0,29.0,31.0,18.0
17.0,7.0,6.0,5.0
57.0,18.0,15.0,6.0
33.0,35.0,15.0,7.0
48.0,15.0,17.0,4.0
67.0,111.0,43.0,22.0
59.0,30.0,20.0,8.0
46.0,37.0,15.0,4.0
81.0,25.0,32.0,18.0
53.0,22.0,23.0,18.0
73.0,35.0,24.0,10.0
64.0,33.0,23.0,15.0
43.0,22.0,13.0,3.0
83.0,55.0,26.0,7.0
29.0,30.0,13.0,12.0
59.0,41.0,24.0,14.0
25.0,5.0,10.0,5.0
63.0,20.0,16.0,11.0
24.0,12.0,7.0,3.0
17.0,40.0,12.0,9.0
35.0,66.0,21.0,23.0
15.0,17.0,5.0,5.0
31.0,27.0,10.0,6.0
62.0,47.0,22.0,16.0
37.0,51.0,17.0,16.0
29.0,32.0,6.0,3.0
11.0,11.0,5.0,3.0
9.0,13.0,4.0,5.0
15.0,18.0,5.0,5.0
18.0,24.0,10.0,11.0
10.0,12.0,3.0,3.0
16.0,16.0,11.0,7.0
30.0,43.0,16.0,9.0
15.0,21.0,5.0,7.0
12.0,8.0,11.0,4.0
1547.0,1100.0,502.0,241.0
205.0,142.0,67.0,26.0
169.0,118.0,43.0,22.0
123.0,55.0,34.0,7.0
36.0,21.0,6.0,3.0
93.0,27.0,27.0,9.0
54.0,37.0,14.0,9.0
29.0,27.0,12.0,3.0
65.0,47.0,18.0,6.0
0.0,0.0,0.0,0.0
80.0,45.0,20.0,14.0
21.0,9.0,10.0,8.0
42.0,29.0,16.0,9.0
9.0,16.0,6.0,3.0
63.0,46.0,31.0,18.0
41.0,48.0,14.0,5.0
133.0,83.0,36.0,19.0
185.0,167.0,63.0,38.0
64.0,38.0,28.0,12.0
26.0,28.0,10.0,8.0
19.0,19.0,9.0,4.0
0.0,15.0,3.0,4.0
19.0,25.0,9.0,4.0
25.0,19.0,11.0,5.0
2956.0,2190.0,1115.0,574.0
69.0,72.0,24.0,16.0
97.0,79.0,47.0,23.0
82.0,46.0,38.0,20.0
50.0,54.0,22.0,13.0
75.0,23.0,35.0,17.0
52.0,65.0,17.0,9.0
70.0,42.0,34.0,15.0
87.0,58.0,48.0,28.0
112.0,118.0,48.0,29.0
125.0,120.0,48.0,34.0
46.0,44.0,22.0,9.0
61.0,45.0,25.0,13.0
110.0,54.0,37.0,19.0
220.0,180.0,76.0,34.0
69.0,41.0,16.0,4.0
103.0,55.0,37.0,21.0
108.0,45.0,45.0,21.0
88.0,73.0,41.0,21.0
42.0,18.0,16.0,7.0
132.0,77.0,35.0,19.0
118.0,102.0,31.0,16.0
99.0,53.0,30.0,12.0
80.0,52.0,36.0,6.0
77.0,52.0,16.0,12.0
83.0,89.0,41.0,27.0
124.0,101.0,41.0,22.0
30.0,17.0,11.0,7.0
59.0,31.0,21.0,11.0
87.0,67.0,23.0,13.0
69.0,53.0,23.0,15.0
37.0,27.0,28.0,14.0
25.0,40.0,4.0,4.0
54.0,49.0,17.0,8.0
52.0,19.0,19.0,7.0
16.0,14.0,9.0,4.0
79.0,69.0,22.0,10.0
51.0,33.0,24.0,9.0
11.0,5.0,5.0,4.0
1822.0,1157.0,475.0,269.0
152.0,70.0,41.0,37.0
42.0,23.0,16.0,4.0
354.0,194.0,67.0,38.0
188.0,109.0,36.0,16.0
443.0,256.0,95.0,45.0
46.0,28.0,14.0,8.0
0.0,0.0,0.0,0.0
45.0,18.0,19.0,13.0
39.0,39.0,18.0,13.0
26.0,18.0,15.0,9.0
218.0,215.0,75.0,35.0
15.0,21.0,14.0,15.0
115.0,108.0,31.0,23.0
107.0,43.0,28.0,11.0
848.0,699.0,367.0,252.0
28.0,5.0,11.0,5.0
25.0,3.0,7.0,3.0
71.0,69.0,24.0,19.0
25.0,11.0,14.0,8.0
50.0,43.0,24.0,19.0
14.0,13.0,12.0,8.0
34.0,29.0,21.0,15.0
39.0,29.0,29.0,20.0
51.0,32.0,26.0,12.0
40.0,25.0,14.0,10.0
16.0,13.0,6.0,4.0
20.0,27.0,8.0,6.0
31.0,31.0,13.0,13.0
51.0,37.0,15.0,8.0
21.0,20.0,5.0,3.0
31.0,27.0,14.0,12.0
7.0,5.0,4.0,3.0
18.0,10.0,6.0,7.0
13.0,19.0,7.0,5.0
42.0,74.0,33.0,21.0
71.0,75.0,15.0,14.0
14.0,14.0,7.0,6.0
5.0,9.0,9.0,7.0
20.0,20.0,10.0,8.0
27.0,18.0,12.0,7.0
17.0,14.0,5.0,4.0
1103.0,367.0,303.0,79.0
0.0,0.0,0.0,0.0
25.0,0.0,8.0,3.0
36.0,13.0,9.0,3.0
22.0,10.0,7.0,4.0
34.0,17.0,9.0,3.0
21.0,0.0,6.0,3.0
9.0,8.0,4.0,4.0
7.0,6.0,4.0,4.0
15.0,15.0,8.0,4.0
27.0,19.0,6.0,4.0
16.0,7.0,4.0,0.0
38.0,11.0,9.0,0.0
32.0,16.0,16.0,3.0
31.0,6.0,6.0,3.0
25.0,7.0,7.0,0.0
0.0,0.0,0.0,0.0
26.0,0.0,6.0,0.0
14.0,0.0,4.0,0.0
24.0,0.0,9.0,3.0
22.0,0.0,6.0,0.0
27.0,23.0,12.0,3.0
30.0,14.0,5.0,0.0
21.0,16.0,6.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1191.0,477.0,427.0,136.0
12.0,6.0,6.0,5.0
9.0,4.0,4.0,3.0
16.0,10.0,4.0,3.0
11.0,3.0,6.0,0.0
30.0,9.0,4.0,0.0
28.0,3.0,5.0,0.0
22.0,6.0,7.0,4.0
26.0,10.0,7.0,0.0
25.0,13.0,7.0,0.0
28.0,7.0,4.0,0.0
21.0,15.0,9.0,4.0
0.0,0.0,0.0,0.0
120.0,49.0,41.0,19.0
111.0,68.0,60.0,20.0
109.0,48.0,53.0,15.0
114.0,57.0,60.0,23.0
0.0,0.0,0.0,0.0
1395.0,539.0,395.0,103.0
22.0,5.0,5.0,3.0
37.0,9.0,8.0,3.0
22.0,14.0,11.0,3.0
45.0,21.0,9.0,3.0
52.0,12.0,16.0,3.0
38.0,16.0,5.0,3.0
21.0,18.0,4.0,5.0
31.0,10.0,9.0,3.0
26.0,11.0,10.0,3.0
39.0,7.0,11.0,4.0
47.0,24.0,5.0,0.0
26.0,11.0,9.0,4.0
27.0,11.0,13.0,5.0
37.0,6.0,12.0,4.0
69.0,33.0,21.0,3.0
32.0,17.0,8.0,3.0
44.0,19.0,21.0,5.0
13.0,9.0,6.0,0.0
38.0,9.0,14.0,4.0
18.0,9.0,8.0,4.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
182.0,126.0,74.0,36.0
0.0,0.0,0.0,0.0
12.0,9.0,3.0,3.0
18.0,11.0,3.0,3.0
14.0,11.0,7.0,3.0
9.0,6.0,6.0,3.0
29.0,40.0,20.0,13.0
1526.0,1034.0,694.0,321.0
302.0,238.0,140.0,84.0
39.0,23.0,18.0,4.0
47.0,34.0,13.0,11.0
35.0,16.0,12.0,8.0
39.0,22.0,24.0,11.0
51.0,28.0,23.0,12.0
49.0,37.0,25.0,9.0
52.0,36.0,33.0,13.0
30.0,23.0,21.0,12.0
60.0,32.0,24.0,10.0
49.0,47.0,28.0,10.0
51.0,13.0,18.0,12.0
64.0,51.0,29.0,16.0
71.0,47.0,27.0,13.0
65.0,42.0,28.0,9.0
53.0,49.0,18.0,14.0
30.0,45.0,19.0,3.0
43.0,27.0,19.0,4.0
80.0,69.0,27.0,8.0
35.0,11.0,22.0,12.0
43.0,41.0,32.0,18.0
59.0,24.0,28.0,11.0
12.0,5.0,4.0,0.0
18.0,3.0,5.0,0.0
1786.0,815.0,591.0,186.0
156.0,157.0,39.0,26.0
13.0,14.0,6.0,4.0
8.0,6.0,4.0,3.0
13.0,11.0,8.0,4.0
14.0,10.0,5.0,3.0
8.0,11.0,4.0,3.0
3.0,7.0,8.0,3.0
11.0,4.0,3.0,3.0
11.0,3.0,5.0,4.0
10.0,9.0,6.0,3.0
12.0,8.0,8.0,3.0
10.0,12.0,7.0,3.0
9.0,8.0,8.0,4.0
44.0,12.0,22.0,4.0
79.0,32.0,33.0,7.0
51.0,25.0,24.0,7.0
79.0,25.0,30.0,7.0
66.0,15.0,26.0,6.0
26.0,9.0,16.0,5.0
35.0,18.0,14.0,6.0
79.0,71.0,35.0,11.0
107.0,51.0,34.0,10.0
40.0,5.0,8.0,3.0
23.0,8.0,10.0,3.0
141.0,73.0,62.0,25.0
142.0,56.0,24.0,3.0
177.0,36.0,32.0,6.0
1240.0,909.0,653.0,315.0
10.0,8.0,4.0,0.0
21.0,11.0,10.0,3.0
29.0,14.0,9.0,4.0
12.0,0.0,4.0,0.0
109.0,170.0,108.0,81.0
70.0,81.0,38.0,24.0
35.0,38.0,23.0,16.0
44.0,92.0,36.0,20.0
501.0,233.0,221.0,77.0
114.0,75.0,51.0,19.0
57.0,56.0,33.0,20.0
113.0,55.0,70.0,28.0
67.0,58.0,31.0,18.0
1402.0,928.0,536.0,222.0
153.0,189.0,110.0,84.0
23.0,13.0,12.0,6.0
47.0,30.0,17.0,4.0
48.0,25.0,16.0,5.0
21.0,10.0,8.0,0.0
19.0,10.0,11.0,5.0
26.0,21.0,8.0,4.0
39.0,36.0,22.0,10.0
27.0,18.0,11.0,3.0
22.0,24.0,7.0,3.0
22.0,15.0,6.0,3.0
6.0,6.0,3.0,0.0
35.0,19.0,14.0,3.0
40.0,30.0,16.0,4.0
51.0,32.0,16.0,10.0
18.0,9.0,4.0,0.0
0.0,0.0,0.0,0.0
47.0,39.0,14.0,10.0
132.0,92.0,54.0,15.0
164.0,90.0,50.0,15.0
65.0,33.0,21.0,9.0
91.0,48.0,24.0,7.0
18.0,8.0,10.0,4.0
13.0,8.0,8.0,3.0
1845.0,1497.0,893.0,417.0
35.0,24.0,15.0,8.0
133.0,70.0,24.0,7.0
123.0,161.0,115.0,69.0
38.0,47.0,21.0,8.0
24.0,18.0,14.0,9.0
35.0,54.0,18.0,5.0
47.0,42.0,18.0,8.0
90.0,74.0,32.0,18.0
153.0,133.0,69.0,33.0
117.0,89.0,42.0,19.0
24.0,24.0,25.0,13.0
25.0,11.0,22.0,12.0
48.0,16.0,14.0,3.0
37.0,19.0,22.0,9.0
194.0,110.0,76.0,33.0
136.0,75.0,48.0,26.0
0.0,0.0,0.0,0.0
58.0,51.0,19.0,6.0
37.0,33.0,18.0,8.0
44.0,10.0,25.0,10.0
73.0,63.0,34.0,9.0
61.0,3.0,18.0,7.0
85.0,121.0,61.0,32.0
10.0,28.0,14.0,9.0
20.0,29.0,20.0,10.0
103.0,102.0,61.0,30.0
43.0,45.0,22.0,8.0
16.0,16.0,13.0,4.0
1172.0,615.0,439.0,142.0
27.0,20.0,11.0,7.0
31.0,27.0,22.0,14.0
37.0,19.0,17.0,8.0
20.0,6.0,6.0,0.0
12.0,11.0,4.0,0.0
64.0,29.0,24.0,9.0
33.0,33.0,18.0,8.0
32.0,16.0,15.0,6.0
27.0,13.0,17.0,12.0
43.0,20.0,17.0,6.0
51.0,32.0,16.0,5.0
27.0,11.0,8.0,3.0
39.0,40.0,24.0,6.0
55.0,40.0,18.0,3.0
24.0,5.0,10.0,3.0
35.0,33.0,14.0,3.0
46.0,23.0,19.0,3.0
47.0,25.0,8.0,3.0
35.0,13.0,18.0,6.0
47.0,26.0,24.0,11.0
0.0,0.0,0.0,0.0
79.0,28.0,36.0,9.0
117.0,24.0,33.0,3.0
2439.0,1108.0,767.0,289.0
0.0,0.0,0.0,0.0
42.0,24.0,10.0,4.0
32.0,23.0,13.0,7.0
34.0,11.0,6.0,4.0
29.0,18.0,12.0,6.0
38.0,26.0,11.0,10.0
43.0,26.0,13.0,6.0
57.0,42.0,19.0,4.0
180.0,128.0,64.0,28.0
118.0,82.0,63.0,50.0
23.0,13.0,11.0,5.0
39.0,13.0,14.0,8.0
53.0,41.0,15.0,6.0
9.0,3.0,0.0,0.0
60.0,21.0,15.0,6.0
41.0,53.0,21.0,13.0
144.0,90.0,55.0,24.0
45.0,16.0,16.0,13.0
456.0,123.0,110.0,20.0
147.0,77.0,53.0,24.0
73.0,71.0,32.0,15.0
220.0,36.0,60.0,8.0
108.0,37.0,31.0,5.0
97.0,35.0,34.0,4.0
21.0,3.0,5.0,0.0
38.0,9.0,6.0,0.0
25.0,5.0,7.0,3.0
44.0,11.0,9.0,5.0
41.0,12.0,12.0,4.0
1444.0,668.0,445.0,151.0
63.0,32.0,14.0,5.0
29.0,26.0,8.0,4.0
49.0,31.0,23.0,7.0
64.0,33.0,12.0,6.0
39.0,27.0,15.0,7.0
46.0,48.0,20.0,5.0
37.0,14.0,15.0,8.0
30.0,18.0,13.0,8.0
41.0,33.0,24.0,8.0
30.0,41.0,20.0,8.0
36.0,20.0,13.0,4.0
50.0,17.0,20.0,4.0
43.0,18.0,21.0,9.0
43.0,24.0,23.0,4.0
44.0,23.0,13.0,5.0
30.0,36.0,17.0,6.0
44.0,19.0,18.0,6.0
42.0,9.0,14.0,3.0
533.0,168.0,97.0,36.0
902.0,536.0,324.0,113.0
53.0,38.0,11.0,7.0
62.0,33.0,18.0,6.0
51.0,39.0,17.0,8.0
161.0,121.0,40.0,15.0
47.0,69.0,20.0,9.0
18.0,4.0,13.0,5.0
26.0,6.0,13.0,3.0
24.0,8.0,10.0,3.0
25.0,10.0,13.0,5.0
31.0,8.0,9.0,4.0
49.0,15.0,13.0,8.0
30.0,31.0,20.0,4.0
37.0,33.0,14.0,3.0
47.0,12.0,16.0,5.0
39.0,20.0,12.0,3.0
36.0,25.0,14.0,4.0
14.0,16.0,5.0,3.0
1267.0,875.0,495.0,232.0
40.0,17.0,17.0,7.0
80.0,64.0,40.0,25.0
37.0,19.0,12.0,5.0
54.0,80.0,28.0,16.0
30.0,17.0,6.0,3.0
44.0,20.0,14.0,8.0
47.0,33.0,23.0,12.0
21.0,33.0,17.0,11.0
29.0,24.0,15.0,8.0
26.0,14.0,16.0,5.0
41.0,8.0,7.0,3.0
35.0,18.0,17.0,10.0
63.0,45.0,19.0,6.0
25.0,15.0,13.0,10.0
53.0,39.0,17.0,4.0
18.0,16.0,11.0,5.0
31.0,29.0,11.0,6.0
30.0,54.0,18.0,11.0
32.0,21.0,10.0,7.0
65.0,15.0,18.0,8.0
48.0,25.0,22.0,8.0
40.0,30.0,18.0,8.0
35.0,15.0,10.0,3.0
38.0,24.0,15.0,8.0
64.0,32.0,19.0,8.0
50.0,35.0,19.0,3.0
44.0,21.0,14.0,7.0
35.0,33.0,21.0,10.0
784.0,282.0,185.0,53.0
23.0,8.0,7.0,5.0
21.0,13.0,4.0,0.0
27.0,18.0,8.0,4.0
22.0,23.0,7.0,4.0
23.0,7.0,10.0,5.0
26.0,8.0,3.0,0.0
18.0,12.0,5.0,0.0
33.0,17.0,6.0,0.0
33.0,10.0,5.0,0.0
23.0,16.0,9.0,3.0
21.0,7.0,9.0,0.0
17.0,4.0,3.0,3.0
18.0,8.0,4.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1063.0,346.0,345.0,106.0
13.0,10.0,6.0,4.0
12.0,5.0,11.0,4.0
69.0,12.0,14.0,4.0
37.0,4.0,8.0,3.0
19.0,7.0,7.0,3.0
34.0,7.0,12.0,4.0
12.0,4.0,5.0,0.0
40.0,10.0,14.0,8.0
21.0,12.0,12.0,3.0
27.0,13.0,12.0,3.0
8.0,4.0,5.0,4.0
29.0,11.0,11.0,4.0
0.0,0.0,0.0,0.0
25.0,5.0,9.0,4.0
20.0,4.0,8.0,4.0
30.0,12.0,10.0,3.0
18.0,8.0,6.0,0.0
35.0,23.0,16.0,6.0
45.0,15.0,15.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
387.0,141.0,127.0,26.0
21.0,11.0,7.0,0.0
19.0,7.0,6.0,3.0
31.0,8.0,9.0,5.0
11.0,3.0,3.0,0.0
13.0,6.0,6.0,0.0
16.0,6.0,4.0,0.0
11.0,11.0,5.0,0.0
16.0,7.0,6.0,0.0
22.0,8.0,13.0,3.0
16.0,0.0,5.0,3.0
25.0,5.0,3.0,0.0
18.0,7.0,8.0,4.0
18.0,5.0,8.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1273.0,1010.0,660.0,263.0
135.0,173.0,104.0,51.0
230.0,113.0,62.0,15.0
28.0,26.0,20.0,5.0
27.0,26.0,24.0,12.0
9.0,9.0,8.0,4.0
13.0,23.0,10.0,4.0
27.0,14.0,13.0,5.0
33.0,27.0,18.0,6.0
0.0,9.0,3.0,4.0
8.0,29.0,18.0,8.0
18.0,54.0,27.0,14.0
4.0,5.0,6.0,5.0
5.0,10.0,10.0,5.0
4.0,17.0,9.0,7.0
10.0,24.0,19.0,9.0
15.0,48.0,30.0,15.0
3.0,9.0,3.0,4.0
9.0,12.0,3.0,3.0
38.0,27.0,18.0,7.0
29.0,25.0,8.0,3.0
34.0,16.0,17.0,8.0
45.0,14.0,16.0,3.0
57.0,22.0,21.0,6.0
205.0,113.0,68.0,20.0
35.0,19.0,12.0,3.0
46.0,21.0,15.0,6.0
22.0,12.0,7.0,3.0
448.0,180.0,222.0,72.0
16.0,14.0,11.0,3.0
32.0,11.0,18.0,12.0
25.0,6.0,12.0,6.0
29.0,12.0,10.0,3.0
24.0,6.0,9.0,6.0
17.0,6.0,13.0,5.0
23.0,22.0,12.0,5.0
28.0,9.0,14.0,5.0
103.0,24.0,42.0,8.0
4189.0,2422.0,1628.0,626.0
225.0,123.0,79.0,31.0
92.0,57.0,41.0,16.0
183.0,69.0,73.0,30.0
194.0,79.0,67.0,20.0
23.0,8.0,10.0,3.0
33.0,7.0,11.0,3.0
21.0,9.0,9.0,5.0
66.0,35.0,26.0,3.0
57.0,22.0,22.0,9.0
64.0,17.0,22.0,3.0
67.0,17.0,24.0,3.0
38.0,13.0,12.0,5.0
118.0,78.0,60.0,40.0
60.0,29.0,27.0,9.0
50.0,32.0,14.0,4.0
50.0,12.0,16.0,3.0
53.0,26.0,16.0,5.0
335.0,314.0,166.0,88.0
200.0,164.0,89.0,24.0
37.0,25.0,17.0,6.0
82.0,57.0,30.0,8.0
78.0,63.0,35.0,10.0
122.0,71.0,62.0,20.0
14.0,13.0,8.0,4.0
34.0,18.0,10.0,6.0
48.0,17.0,11.0,5.0
49.0,30.0,18.0,5.0
99.0,129.0,74.0,54.0
80.0,52.0,33.0,13.0
97.0,66.0,48.0,15.0
60.0,31.0,34.0,15.0
51.0,36.0,16.0,3.0
70.0,18.0,21.0,7.0
59.0,18.0,13.0,5.0
68.0,15.0,19.0,3.0
280.0,76.0,73.0,18.0
245.0,72.0,72.0,14.0
233.0,233.0,126.0,57.0
0.0,0.0,0.0,0.0
139.0,100.0,53.0,28.0
12.0,5.0,3.0,3.0
37.0,24.0,8.0,3.0
17.0,13.0,4.0,0.0
26.0,8.0,4.0,3.0
38.0,20.0,9.0,4.0
29.0,16.0,7.0,3.0
2506.0,1171.0,921.0,330.0
263.0,150.0,116.0,61.0
75.0,62.0,29.0,11.0
23.0,17.0,15.0,5.0
16.0,14.0,13.0,6.0
93.0,31.0,43.0,12.0
66.0,59.0,37.0,14.0
81.0,41.0,32.0,13.0
88.0,44.0,47.0,14.0
380.0,227.0,125.0,74.0
52.0,19.0,22.0,4.0
68.0,13.0,31.0,6.0
55.0,10.0,18.0,3.0
110.0,50.0,36.0,6.0
21.0,13.0,9.0,4.0
84.0,33.0,22.0,6.0
25.0,10.0,11.0,4.0
53.0,19.0,31.0,10.0
41.0,15.0,17.0,4.0
64.0,29.0,24.0,8.0
62.0,24.0,22.0,6.0
14.0,3.0,8.0,3.0
13.0,0.0,5.0,0.0
18.0,6.0,6.0,5.0
0.0,0.0,0.0,0.0
27.0,8.0,3.0,0.0
28.0,13.0,5.0,0.0
56.0,36.0,14.0,6.0
178.0,62.0,52.0,16.0
214.0,94.0,69.0,20.0
3724.0,1769.0,1257.0,401.0
118.0,52.0,37.0,10.0
113.0,49.0,43.0,14.0
121.0,53.0,38.0,11.0
117.0,72.0,44.0,12.0
118.0,54.0,43.0,14.0
91.0,58.0,47.0,21.0
117.0,45.0,60.0,9.0
113.0,69.0,51.0,14.0
125.0,34.0,30.0,12.0
107.0,27.0,22.0,6.0
121.0,38.0,39.0,9.0
144.0,39.0,39.0,13.0
114.0,50.0,33.0,17.0
30.0,28.0,11.0,6.0
78.0,72.0,25.0,12.0
50.0,25.0,6.0,0.0
32.0,18.0,10.0,6.0
151.0,67.0,46.0,12.0
136.0,76.0,48.0,7.0
130.0,81.0,43.0,15.0
35.0,33.0,10.0,5.0
22.0,26.0,10.0,5.0
92.0,40.0,37.0,8.0
112.0,38.0,33.0,9.0
131.0,45.0,44.0,12.0
117.0,36.0,43.0,12.0
102.0,60.0,33.0,9.0
107.0,54.0,34.0,5.0
104.0,32.0,36.0,9.0
102.0,34.0,38.0,15.0
103.0,32.0,34.0,12.0
7.0,10.0,14.0,15.0
5.0,31.0,19.0,19.0
0.0,0.0,0.0,0.0
45.0,55.0,17.0,5.0
34.0,33.0,10.0,5.0
282.0,138.0,87.0,31.0
715.0,996.0,368.0,391.0
24.0,25.0,16.0,13.0
7.0,15.0,3.0,3.0
0.0,0.0,0.0,0.0
11.0,30.0,12.0,12.0
12.0,8.0,5.0,6.0
11.0,23.0,7.0,12.0
29.0,24.0,8.0,10.0
14.0,21.0,7.0,8.0
6.0,17.0,5.0,6.0
12.0,14.0,8.0,9.0
13.0,10.0,4.0,3.0
11.0,26.0,6.0,6.0
23.0,28.0,5.0,6.0
16.0,27.0,8.0,9.0
5.0,7.0,6.0,4.0
20.0,49.0,7.0,8.0
20.0,18.0,14.0,10.0
20.0,28.0,7.0,6.0
16.0,45.0,12.0,16.0
14.0,15.0,11.0,7.0
21.0,14.0,4.0,5.0
14.0,11.0,6.0,7.0
31.0,39.0,17.0,20.0
9.0,18.0,3.0,7.0
15.0,25.0,8.0,6.0
17.0,18.0,16.0,17.0
25.0,41.0,16.0,12.0
9.0,11.0,8.0,9.0
13.0,27.0,12.0,14.0
15.0,14.0,5.0,5.0
8.0,11.0,4.0,6.0
16.0,16.0,7.0,7.0
7.0,16.0,5.0,5.0
16.0,15.0,5.0,6.0
13.0,6.0,6.0,5.0
12.0,18.0,7.0,12.0
0.0,0.0,0.0,0.0
16.0,6.0,6.0,9.0
8.0,13.0,3.0,3.0
13.0,9.0,7.0,4.0
8.0,5.0,6.0,6.0
7.0,16.0,3.0,3.0
9.0,15.0,3.0,4.0
5.0,13.0,3.0,4.0
4.0,15.0,5.0,5.0
13.0,15.0,5.0,8.0
10.0,4.0,4.0,5.0
8.0,6.0,4.0,5.0
7.0,15.0,7.0,7.0
438.0,765.0,248.0,254.0
79.0,211.0,46.0,62.0
55.0,55.0,22.0,19.0
152.0,235.0,86.0,74.0
48.0,92.0,29.0,34.0
25.0,46.0,17.0,8.0
9.0,16.0,12.0,13.0
70.0,110.0,36.0,44.0
1135.0,1462.0,460.0,269.0
413.0,626.0,166.0,96.0
11.0,17.0,11.0,8.0
106.0,98.0,45.0,15.0
0.0,0.0,0.0,0.0
221.0,190.0,84.0,54.0
85.0,153.0,47.0,31.0
194.0,246.0,67.0,39.0
16.0,24.0,6.0,4.0
23.0,27.0,14.0,13.0
2391.0,1229.0,751.0,315.0
32.0,19.0,11.0,8.0
64.0,31.0,14.0,6.0
152.0,53.0,31.0,16.0
62.0,14.0,16.0,8.0
31.0,23.0,8.0,3.0
26.0,10.0,10.0,3.0
52.0,21.0,18.0,6.0
67.0,37.0,15.0,6.0
45.0,31.0,13.0,3.0
